#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT
RM6067.fasta	RM6067	2935609	2936205	fimE	1-597/597	===============	0/0	100.00	98.33	vfdb	NP_757240	(fimE) Type 1 fimbriae Regulatory protein fimE [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073]
RM6067.fasta	RM6067	2936683	2937285	fimB	1-603/603	===============	0/0	100.00	98.01	vfdb	NP_757239	(fimB) Type 1 fimbriae Regulatory protein fimB [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073]
RM6067.fasta	RM6067	3005590	3005702	entD	10-132/771	===...../......	2/12	14.53	84.68	vfdb	NP_752599	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]
RM6067.fasta	RM6067	3034630	3034758	entD	1-129/771	===...../......	2/2	16.60	84.61	vfdb	NP_752599	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]
RM6067.fasta	RM6067	3068620	3068732	entD	2-114/771	===...../......	2/2	14.53	87.72	vfdb	NP_752599	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]
RM6067.fasta	RM6067	3103852	3103980	entD	6-133/771	===...../......	2/3	16.47	80.77	vfdb	NP_752599	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]
RM6067.fasta	RM6067	3195378	3196670	espX5	1-1293/1293	===============	0/0	100.00	100.00	vfdb	NP_290699	(espX5) Type III secretion system effector EspX5 [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	3236980	3238560	espX4	1-1581/1581	===============	0/0	100.00	100.00	vfdb	NP_290672	(espX4) Type III secretion system effector EspX4 [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	3264916	3265042	entD	10-137/771	===...../......	3/3	16.34	82.95	vfdb	NP_752599	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]
RM6067.fasta	RM6067	3272798	3274984	espL4	1-2187/2187	===============	0/0	100.00	100.00	vfdb	NP_290644	(espL4) Type III secretion system effector EspL4 [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	3358907	3359015	entD	15-124/771	===...../......	2/3	14.01	88.29	vfdb	NP_752599	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]
RM6067.fasta	RM6067	3395043	3395173	entD	1-131/771	===...../......	2/2	16.86	85.61	vfdb	NP_752599	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]
RM6067.fasta	RM6067	3424910	3425046	entD	1-137/771	===...../......	2/2	17.64	81.88	vfdb	NP_752599	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]
RM6067.fasta	RM6067	3524073	3525501	aslA	1-1428/1428	========/======	1/1	100.00	93.84	vfdb	AAG10151	(aslA) putative arylsulfatase [AslA (VF0238)] [Escherichia coli O18:K1:H7 str. RS218]
RM6067.fasta	RM6067	3615027	3617435	espY4	1-2409/2409	===============	0/0	100.00	99.88	vfdb	NP_290352	(espY4) Type III secretion system effector EspY4 [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	3639795	3639898	entD	11-114/771	===...../......	2/2	13.36	93.33	vfdb	NP_752599	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]
RM6067.fasta	RM6067	3681098	3682294	espG	1-1197/1197	===============	0/0	100.00	100.00	vfdb	NP_290289	(espG) Type III secretion system effector EspG GTPase activating protein [EspG (VF0201)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	3683943	3684161	escE	1-219/219	===============	0/0	100.00	100.00	vfdb	NP_290287	(escE) chaperone for EscF [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	3684165	3684488	cesAB	1-324/324	===============	0/0	100.00	100.00	vfdb	NP_290286	(cesAB) chaperone for EspA and EspB [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	3685110	3685724	escL	1-615/615	===============	0/0	100.00	100.00	vfdb	NP_290284	(escL) negative regulator EscL stator protein [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	3685729	3686382	escR	1-654/654	===============	0/0	100.00	100.00	vfdb	NP_290283	(escR) Type III secretion systemminor export apparatus protein EscR [TTSS (VF0191)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	3686382	3686651	escS	1-270/270	===============	0/0	100.00	100.00	vfdb	NP_290282	(escS) Type III secretion systemminor export apparatus protein EscS [TTSS (VF0191)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	3686651	3687427	escT	1-777/777	===============	0/0	100.00	99.87	vfdb	NP_290281	(escT) Type III secretion system minor export apparatus protein EscT [TTSS (VF0191)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	3687420	3688457	escU	1-1038/1038	===============	0/0	100.00	100.00	vfdb	NP_290280	(escU) Type III secretion system export apparatus switch protein EscU [TTSS (VF0191)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	3688454	3688912	etgA	1-459/459	===============	0/0	100.00	100.00	vfdb	NP_290279	(etgA) T3SS-associated peptidoglycan lytic enzyme  [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	3690331	3690786	cesD	1-456/456	===============	0/0	100.00	100.00	vfdb	NP_290276	(cesD) chaperone for EspB and EspD [TTSS (VF0191)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	3690800	3692338	escC	1-1539/1539	===============	0/0	100.00	100.00	vfdb	NP_290275	(escC) Type III secretion system secretin EscC [TTSS (VF0191)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	3692338	3692793	sepD	1-456/456	===============	0/0	100.00	99.78	vfdb	NP_290274	(sepD) Type III secretion system secretion switch protein SepD [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	3692799	3693371	escJ	1-573/573	===============	0/0	100.00	100.00	vfdb	NP_290273	(escJ) Type III secretion system inner MS ring protein EscJ [TTSS (VF0191)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	3693374	3693802	escI	1-429/429	===============	0/0	100.00	100.00	vfdb	NP_290272	(escI) Type III secretion system inner rod component EscI [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	3693835	3694134	sepZ/espZ	1-300/300	===============	0/0	100.00	100.00	vfdb	NP_290271	(sepZ/espZ) Type III secretion system effector EspZ [TTSS (VF0191)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	3694319	3694672	cesL	1-354/354	===============	0/0	100.00	100.00	vfdb	NP_290270	(cesL) chaperone for SepL [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	3694669	3696696	escV	1-2028/2028	===============	0/0	100.00	100.00	vfdb	NP_290269	(escV) Type III secretion system major export apparatus protein [TTSS (VF0191)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	3696680	3698020	escN	1-1341/1341	===============	0/0	100.00	100.00	vfdb	NP_290268	(escN) ATPase EscN [TTSS (VF0191)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	3698023	3698400	escO	1-378/378	===============	0/0	100.00	100.00	vfdb	NP_290267	(escO) positive regulator EscO [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	3698534	3698809	escP	1-276/276	===============	0/0	100.00	100.00	vfdb	NP_290266	(escP) Type III secretion system needle length regulator EscP [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	3698772	3699689	sepQ/escQ	1-918/918	===============	0/0	100.00	100.00	vfdb	NP_290265	(sepQ/escQ) Type III secetion system C ring protein EscQ [TTSS (VF0191)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	3699720	3700226	espH	1-507/507	===============	0/0	100.00	100.00	vfdb	NP_290264	(espH) Type III secretion system effector EspH RhoGEF Inhibitor [EspH (VF0197)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	3700424	3700807	cesF	1-384/384	===============	0/0	100.00	100.00	vfdb	NP_290263	(cesF) CesF chaperone for EspF [TTSS (VF0191)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	3701073	3701684	map	1-612/612	===============	0/0	100.00	100.00	vfdb	NP_290262	(map) Type III secretion system effector Map Rho guanine exchange factor [Map (VF0195)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	3702108	3703784	tir	1-1677/1677	===============	0/0	100.00	100.00	vfdb	NP_290261	(tir) translocated intimin receptor protein [Tir (VF0193)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	3703922	3704392	cesT	1-471/471	===============	0/0	100.00	100.00	vfdb	NP_290260	(cesT) multieffector chaperone [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	3704452	3706856	eae	1-2401/2820	========/====..	9/20	84.86	91.38	vfdb	AAC38392	(eae) intimin [Intimin (VF0177)] [Escherichia coli O127:H6 str. E2348/69]
RM6067.fasta	RM6067	3707520	3708740	escD	1-1221/1221	===============	0/0	100.00	100.00	vfdb	NP_290258	(escD) Type III secretion system outer MS ring protein EscD [TTSS (VF0191)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	3708883	3709938	sepL	1-1056/1056	===============	0/0	100.00	100.00	vfdb	NP_290257	(sepL) Type III secretion system secretion gatekeeper SepL [TTSS (VF0191)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	3709997	3710575	espA	1-579/579	===============	0/0	100.00	100.00	vfdb	NP_290256	(espA) Type III secretion system translocator protein EspA [EspA (VF0198)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	3710588	3711712	espD	1-1125/1125	===============	0/0	100.00	100.00	vfdb	NP_290255	(espD) Type III secretion system translocator protein EspD pore protein [EspD (VF0200)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	3711733	3712671	espB	1-939/939	===============	0/0	100.00	100.00	vfdb	NP_290254	(espB) Type III secretion system translocator protein EspB pore protein [TTSS (VF0191)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	3712678	3713085	cesD2	1-408/408	===============	0/0	100.00	100.00	vfdb	NP_290253	(cesD2) chaperone for EspD [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	3713121	3713342	escF	1-222/222	===============	0/0	100.00	100.00	vfdb	NP_290252	(escF) Type III secretion system needle filament protein EscF [TTSS (VF0191)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	3713348	3713626	escG	1-279/279	===============	0/0	100.00	100.00	vfdb	NP_290251	(escG) chaperone for EscF [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	3713711	3714457	espF	1-747/747	===============	0/0	100.00	100.00	vfdb	NP_290250	(espF) Type III secretion system effector EspF [EspF (VF0196)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	3816555	3816673	entD	1-119/771	===...../......	2/2	15.30	87.50	vfdb	NP_752599	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]
RM6067.fasta	RM6067	3885371	3885482	entD	1-113/771	===...../......	1/1	14.53	86.73	vfdb	NP_752599	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]
RM6067.fasta	RM6067	3906403	3907203	chuV	1-801/801	===============	0/0	100.00	98.25	vfdb	NP_756180	(chuV) ATP-binding hydrophilic protein ChuV [Chu (VF0227)] [Escherichia coli CFT073]
RM6067.fasta	RM6067	3907170	3908162	chuU	1-993/993	===============	0/0	100.00	97.78	vfdb	NP_756179	(chuU) heme permease protein ChuU [Chu (VF0227)] [Escherichia coli CFT073]
RM6067.fasta	RM6067	3908213	3908834	shuY	1-622/624	===============	0/0	99.68	96.30	vfdb	YP_405015	(shuY) shu locus protein ShuY [Shu (VF0256)] [Shigella dysenteriae Sd197]
RM6067.fasta	RM6067	3908834	3909328	shuX	1-495/495	===============	0/0	100.00	98.79	vfdb	YP_405016	(shuX) shu locus protein ShuX [Shu (VF0256)] [Shigella dysenteriae Sd197]
RM6067.fasta	RM6067	3909341	3910678	chuW	1-1338/1338	===============	0/0	100.00	96.64	vfdb	NP_756176	(chuW) Putative oxygen independent coproporphyrinogen III oxidase [Chu (VF0227)] [Escherichia coli CFT073]
RM6067.fasta	RM6067	3910698	3911690	shuT	1-993/993	===============	0/0	100.00	98.19	vfdb	YP_405017	(shuT) periplasmic binding protein ShuT [Shu (VF0256)] [Shigella dysenteriae Sd197]
RM6067.fasta	RM6067	3912295	3914277	shuA	1-1983/1983	===============	0/0	100.00	99.55	vfdb	YP_405019	(shuA) outer membrane heme/hemoglobin receptor ShuA [Shu (VF0256)] [Shigella dysenteriae Sd197]
RM6067.fasta	RM6067	3914326	3915354	shuS	1-1029/1029	===============	0/0	100.00	98.83	vfdb	YP_405020	(shuS) heme/hemoglobin transport protein ShuS [Shu (VF0256)] [Shigella dysenteriae Sd197]
RM6067.fasta	RM6067	4027098	4027232	entD	3-137/771	===...../......	2/2	17.38	89.71	vfdb	NP_752599	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]
RM6067.fasta	RM6067	4311922	4312056	entD	1-136/771	===...../......	2/3	17.38	81.75	vfdb	NP_752599	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]
RM6067.fasta	RM6067	4434406	4436537	efa1	1-2133/9672	====..../......	1/1	22.04	99.81	vfdb	AAD49229	(efa1) EHEC factor for adherence [Efa-1/LifA (VF0204)] [Escherichia coli O111:H- str. E45035]
RM6067.fasta	RM6067	4438412	4439086	nleE	1-675/675	===============	0/0	100.00	100.00	vfdb	NP_289554	(nleE) Type III secretion system effector NleE [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	4439135	4440124	nleB1	1-990/990	===============	0/0	100.00	100.00	vfdb	NP_289553	(nleB1) Type III secretion system effector nleB1 [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	4440732	4442381	espL2	1-1650/1650	===============	0/0	100.00	99.94	vfdb	NP_289551	(espL2) Type III secretion system effector espL2 [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	4496149	4496273	entD	1-126/771	===...../......	3/3	16.08	89.76	vfdb	NP_752599	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]
RM6067.fasta	RM6067	4635331	4635454	entD	1-125/771	===...../......	2/3	15.95	89.68	vfdb	NP_752599	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]
RM6067.fasta	RM6067	4663329	4663457	entD	10-140/771	===...../......	2/2	16.73	83.97	vfdb	NP_752599	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]
RM6067.fasta	RM6067	4824340	4825398	espW	1-1059/1059	===============	0/0	100.00	100.00	vfdb	NP_289177	(espW) Type III secretion system effector EspW [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	4826310	4826900	espM2	1-591/591	===============	0/0	100.00	99.83	vfdb	NP_289175	(espM2) Type III secretion system effector EspM2 Rho guanine exchange factor [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	5135752	5136711	stx2A	1-960/960	===============	0/0	100.00	99.90	vfdb	NP_286976	(stx2A) shiga-like toxin II A subunit encoded by bacteriophage BP-933W [Stx (VF0206)] [Escherichia coli O157:H7 str. EDL933]
RM6067.fasta	RM6067	5136723	5136992	stx2B	1-270/270	===============	0/0	100.00	100.00	vfdb	NP_286977	(stx2B) shiga-like toxin II B subunit encoded by bacteriophage BP-933W [Stx (VF0206)] [Escherichia coli O157:H7 str. EDL933]
Sakai.fasta	BA000007.3	5604	5695	entD	7-98/771	==....../......	2/2	11.80	89.25	vfdb	NP_752599	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]
Sakai.fasta	BA000007.3	23330	24751	espX1	1-1422/1422	===============	0/0	100.00	100.00	vfdb	NP_285716	(espX1) Type III secretion system effector EspX1 [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
Sakai.fasta	BA000007.3	63450	64202	espY1	1-753/753	===============	0/0	100.00	100.00	vfdb	NP_285753	(espY1) Type III secretion system effector EspY1 [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
Sakai.fasta	BA000007.3	80672	81241	espY2	1-570/570	===============	0/0	100.00	100.00	vfdb	NP_285765	(espY2) Type III secretion system effector EspY2 [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
Sakai.fasta	BA000007.3	143053	143184	entD	1-132/771	===...../......	2/2	16.99	88.72	vfdb	NP_752599	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]
Sakai.fasta	BA000007.3	185743	185891	algW	633-781/1170	.......=/==....	2/2	12.65	77.33	vfdb	NP_253136	(algW) AlgW protein [Alginate regulation (CVF523)] [Pseudomonas aeruginosa PAO1]
Sakai.fasta	BA000007.3	336904	337659	yagV/ecpE	1-756/756	===============	0/0	100.00	100.00	vfdb	NP_286006	(yagV/ecpE) E. coli common pilus chaperone EcpE [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]
Sakai.fasta	BA000007.3	337583	339226	yagW/ecpD	1-1644/1644	===============	0/0	100.00	100.00	vfdb	NP_286007	(yagW/ecpD) polymerized tip adhesin of ECP fibers [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]
Sakai.fasta	BA000007.3	339216	341741	yagX/ecpC	1-2526/2526	===============	0/0	100.00	100.00	vfdb	NP_286008	(yagX/ecpC) E. coli common pilus usher EcpC [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]
Sakai.fasta	BA000007.3	341767	342435	yagY/ecpB	1-669/669	===============	0/0	100.00	100.00	vfdb	NP_286009	(yagY/ecpB) E. coli common pilus chaperone EcpB [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]
Sakai.fasta	BA000007.3	342493	343080	yagZ/ecpA	1-588/588	===============	0/0	100.00	100.00	vfdb	NP_286010	(yagZ/ecpA) E. coli common pilus structural subunit EcpA [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]
Sakai.fasta	BA000007.3	343155	343745	ykgK/ecpR	1-591/591	===============	0/0	100.00	100.00	vfdb	NP_286011	(ykgK/ecpR) regulator protein EcpR [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]
Sakai.fasta	BA000007.3	353932	358173	fdeC	1-4245/4251	========/======	3/5	99.76	92.16	vfdb	YP_002390132	(fdeC) adhesin FdeC [FdeC (VF0506)] [Escherichia coli O45:K1:H7 str. S88]
Sakai.fasta	BA000007.3	371632	371769	fimE	400-537/597	..........====.	0/0	23.12	81.16	vfdb	NP_757240	(fimE) Type 1 fimbriae Regulatory protein fimE [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073]
Sakai.fasta	BA000007.3	495201	495336	entD	1-136/771	===...../......	4/4	17.38	83.33	vfdb	NP_752599	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]
Sakai.fasta	BA000007.3	501538	503109	espY3	1-1572/1572	===============	0/0	100.00	100.00	vfdb	NP_286160	(espY3) Type III secretion system effector EspY3 [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
Sakai.fasta	BA000007.3	691116	691886	entD	1-771/771	===============	0/0	100.00	94.29	vfdb	NP_752599	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]
Sakai.fasta	BA000007.3	691911	694151	fepA	1-2241/2241	===============	0/0	100.00	96.88	vfdb	NP_752600	(fepA) ferrienterobactin outer membrane transporter [Enterobactin (VF0228)] [Escherichia coli CFT073]
Sakai.fasta	BA000007.3	694394	695596	fes	1-1203/1203	===============	0/0	100.00	96.76	vfdb	NP_752602	(fes) enterobactin/ferric enterobactin esterase [enterobactin (IA019)] [Escherichia coli CFT073]
Sakai.fasta	BA000007.3	695814	699667	entF	1-3854/3882	========/======	2/2	99.25	95.72	vfdb	NP_752604	(entF) enterobactin synthase multienzyme complex component ATP-dependent [Enterobactin (VF0228)] [Escherichia coli CFT073]
Sakai.fasta	BA000007.3	701041	701856	fepC	1-816/816	===============	0/0	100.00	96.32	vfdb	NP_752606	(fepC) ferrienterobactin ABC transporter ATPase [Enterobactin (VF0228)] [Escherichia coli CFT073]
Sakai.fasta	BA000007.3	701853	702845	fepG	1-993/993	===============	0/0	100.00	94.16	vfdb	NP_752607	(fepG) iron-enterobactin ABC transporter permease [Enterobactin (VF0228)] [Escherichia coli CFT073]
Sakai.fasta	BA000007.3	702842	703858	fepD	1-1017/1017	===============	0/0	100.00	96.66	vfdb	NP_752608	(fepD) ferrienterobactin ABC transporter permease [Enterobactin (VF0228)] [Escherichia coli CFT073]
Sakai.fasta	BA000007.3	703957	705207	entS	1-1251/1251	===============	0/0	100.00	96.40	vfdb	NP_752609	(entS) enterobactin exporter iron-regulated [enterobactin (IA019)] [Escherichia coli CFT073]
Sakai.fasta	BA000007.3	705211	706167	fepB	1-957/957	===============	0/0	100.00	97.60	vfdb	NP_752610	(fepB) ferrienterobactin ABC transporter periplasmic binding protein [Enterobactin (VF0228)] [Escherichia coli CFT073]
Sakai.fasta	BA000007.3	706344	707531	entC	1-1188/1188	===============	0/0	100.00	98.15	vfdb	NP_752611	(entC) isochorismate synthase 1 [Enterobactin (VF0228)] [Escherichia coli CFT073]
Sakai.fasta	BA000007.3	707541	709151	entE	1-1611/1611	===============	0/0	100.00	95.41	vfdb	NP_752612	(entE) 23-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]
Sakai.fasta	BA000007.3	709165	710022	entB	1-858/858	===============	0/0	100.00	98.14	vfdb	NP_752613	(entB) isochorismatase [Enterobactin (VF0228)] [Escherichia coli CFT073]
Sakai.fasta	BA000007.3	710022	710768	entA	1-747/747	===============	0/0	100.00	96.12	vfdb	NP_752614	(entA) 23-dihydro-23-dihydroxybenzoate dehydrogenase [Enterobactin (VF0228)] [Escherichia coli CFT073]
Sakai.fasta	BA000007.3	787848	787969	entD	5-126/771	===...../......	2/2	15.69	88.62	vfdb	NP_752599	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]
Sakai.fasta	BA000007.3	924622	925602	nleB2	1-981/981	===============	0/0	100.00	100.00	vfdb	NP_286532	(nleB2) Type III secretion system effector NleB2 [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
Sakai.fasta	BA000007.3	925663	926655	nleC	1-993/993	===============	0/0	100.00	100.00	vfdb	NP_286533	(nleC) Type III secretion system effector NleC  zinc metalloprotease  [NleC (VF0340)] [Escherichia coli O157:H7 str. EDL933]
Sakai.fasta	BA000007.3	927483	928364	nleH1	1-882/882	===============	0/0	100.00	100.00	vfdb	NP_286534	(nleH1) Type III secretion system effector NleH1 [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
Sakai.fasta	BA000007.3	928595	929293	nleD	1-699/699	===============	0/0	100.00	99.86	vfdb	NP_286535	(nleD) Type III secretion system effector NleD [NleD (VF0343)] [Escherichia coli O157:H7 str. EDL933]
Sakai.fasta	BA000007.3	937934	938062	entD	1-131/771	===...../......	1/2	16.73	87.79	vfdb	NP_752599	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]
Sakai.fasta	BA000007.3	955215	957227	espX2	1-2013/2013	===============	0/0	100.00	99.95	vfdb	NP_286562	(espX2) Type III secretion system effector EspX2 [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
Sakai.fasta	BA000007.3	1148485	1149525	ompA	1-1041/1041	===============	0/0	100.00	98.08	vfdb	AAF37887	(ompA) outer membrane protein A [OmpA (VF0236)] [Escherichia coli O18:K1:H7 str. RS218]
Sakai.fasta	BA000007.3	1209252	1210031	espFu/tccP	376-1155/1155	....===========	0/0	67.53	96.92	vfdb	NP_288437	(espFu/tccP) Type III secretion system effector TccP [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]
Sakai.fasta	BA000007.3	1267107	1268066	stx2A	1-960/960	===============	0/0	100.00	100.00	vfdb	NP_286976	(stx2A) shiga-like toxin II A subunit encoded by bacteriophage BP-933W [Stx (VF0206)] [Escherichia coli O157:H7 str. EDL933]
Sakai.fasta	BA000007.3	1268078	1268347	stx2B	1-270/270	===============	0/0	100.00	100.00	vfdb	NP_286977	(stx2B) shiga-like toxin II B subunit encoded by bacteriophage BP-933W [Stx (VF0206)] [Escherichia coli O157:H7 str. EDL933]
Sakai.fasta	BA000007.3	1395572	1395813	pet	3647-3888/3888	..............=	0/0	6.22	87.60	vfdb	YP_006099165	(pet) Pet serine protease precursor autotransporter [Pet (VF0217)] [Escherichia coli O44:H18 042]
Sakai.fasta	BA000007.3	1460132	1460965	csgG	1-834/834	===============	0/0	100.00	83.21	vfdb	NP_460110	(csgG) curli production assembly/transport protein CsgG [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
Sakai.fasta	BA000007.3	1460992	1461408	csgF	1-417/417	========/======	3/8	99.04	81.23	vfdb	NP_460111	(csgF) curli production assembly/transport protein CsgF [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
Sakai.fasta	BA000007.3	1461433	1461822	csgE	1-396/396	========/======	1/6	98.48	79.29	vfdb	NP_460112	(csgE) curli production assembly/transport protein CsgE [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
Sakai.fasta	BA000007.3	1461827	1462477	csgD	1-651/651	===============	0/0	100.00	81.57	vfdb	NP_460113	(csgD) DNA-binding transcriptional regulator CsgD [curli fibers/thin aggregative fimbriae (AGF) (AI094)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
